1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: C6000000443D2F21
Is Mission Active?  true
Mission Start:  Thu Aug 03 13:13:00 MDT 2023
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2477
Total Samples:  114774
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/30/23, 10:13:00 PM,C,10.5
8/30/23, 11:13:00 PM,C,10
8/31/23, 12:13:00 AM,C,9
8/31/23, 1:13:00 AM,C,9
8/31/23, 2:13:00 AM,C,8.5
8/31/23, 3:13:00 AM,C,8.5
8/31/23, 4:13:00 AM,C,7.5
8/31/23, 5:13:00 AM,C,7
8/31/23, 6:13:00 AM,C,6.5
8/31/23, 7:13:00 AM,C,6.5
8/31/23, 8:13:00 AM,C,7.5
8/31/23, 9:13:00 AM,C,9
8/31/23, 10:13:00 AM,C,11
8/31/23, 11:13:00 AM,C,13.5
8/31/23, 12:13:00 PM,C,13.5
8/31/23, 1:13:00 PM,C,14
8/31/23, 2:13:00 PM,C,14.5
8/31/23, 3:13:00 PM,C,15
8/31/23, 4:13:00 PM,C,15.5
8/31/23, 5:13:00 PM,C,15
8/31/23, 6:13:00 PM,C,14.5
8/31/23, 7:13:00 PM,C,14
8/31/23, 8:13:00 PM,C,13
8/31/23, 9:13:00 PM,C,11.5
8/31/23, 10:13:00 PM,C,11
8/31/23, 11:13:00 PM,C,10
9/1/23, 12:13:00 AM,C,9.5
9/1/23, 1:13:00 AM,C,9
9/1/23, 2:13:00 AM,C,8.5
9/1/23, 3:13:00 AM,C,8
9/1/23, 4:13:00 AM,C,7.5
9/1/23, 5:13:00 AM,C,7
9/1/23, 6:13:00 AM,C,7
9/1/23, 7:13:00 AM,C,6.5
9/1/23, 8:13:00 AM,C,7.5
9/1/23, 9:13:00 AM,C,9
9/1/23, 10:13:00 AM,C,11
9/1/23, 11:13:00 AM,C,14
9/1/23, 12:13:00 PM,C,14
9/1/23, 1:13:00 PM,C,15
9/1/23, 2:13:00 PM,C,15.5
9/1/23, 3:13:00 PM,C,16
9/1/23, 4:13:00 PM,C,16.5
9/1/23, 5:13:00 PM,C,15.5
9/1/23, 6:13:00 PM,C,15
9/1/23, 7:13:00 PM,C,14
9/1/23, 8:13:00 PM,C,13.5
9/1/23, 9:13:00 PM,C,13
9/1/23, 10:13:00 PM,C,12.5
9/1/23, 11:13:00 PM,C,11.5
9/2/23, 12:13:00 AM,C,11
9/2/23, 1:13:00 AM,C,10.5
9/2/23, 2:13:00 AM,C,10
9/2/23, 3:13:00 AM,C,9
9/2/23, 4:13:00 AM,C,9
9/2/23, 5:13:00 AM,C,9
9/2/23, 6:13:00 AM,C,8.5
9/2/23, 7:13:00 AM,C,8.5
9/2/23, 8:13:00 AM,C,9
9/2/23, 9:13:00 AM,C,9.5
9/2/23, 10:13:00 AM,C,10.5
9/2/23, 11:13:00 AM,C,12
9/2/23, 12:13:00 PM,C,13
9/2/23, 1:13:00 PM,C,14
9/2/23, 2:13:00 PM,C,14
9/2/23, 3:13:00 PM,C,14.5
9/2/23, 4:13:00 PM,C,13.5
9/2/23, 5:13:00 PM,C,13.5
9/2/23, 6:13:00 PM,C,13.5
9/2/23, 7:13:00 PM,C,13
9/2/23, 8:13:00 PM,C,11.5
9/2/23, 9:13:00 PM,C,10.5
9/2/23, 10:13:00 PM,C,10.5
9/2/23, 11:13:00 PM,C,10
9/3/23, 12:13:00 AM,C,9.5
9/3/23, 1:13:00 AM,C,9.5
9/3/23, 2:13:00 AM,C,9.5
9/3/23, 3:13:00 AM,C,9
9/3/23, 4:13:00 AM,C,8.5
9/3/23, 5:13:00 AM,C,8
9/3/23, 6:13:00 AM,C,7.5
9/3/23, 7:13:00 AM,C,7.5
9/3/23, 8:13:00 AM,C,8
9/3/23, 9:13:00 AM,C,9.5
9/3/23, 10:13:00 AM,C,11
9/3/23, 11:13:00 AM,C,11.5
9/3/23, 12:13:00 PM,C,12
9/3/23, 1:13:00 PM,C,12.5
9/3/23, 2:13:00 PM,C,13.5
9/3/23, 3:13:00 PM,C,12.5
9/3/23, 4:13:00 PM,C,12.5
9/3/23, 5:13:00 PM,C,12.5
9/3/23, 6:13:00 PM,C,12.5
9/3/23, 7:13:00 PM,C,12
9/3/23, 8:13:00 PM,C,10.5
9/3/23, 9:13:00 PM,C,10
9/3/23, 10:13:00 PM,C,9.5
9/3/23, 11:13:00 PM,C,9
9/4/23, 12:13:00 AM,C,8.5
9/4/23, 1:13:00 AM,C,8
9/4/23, 2:13:00 AM,C,7.5
9/4/23, 3:13:00 AM,C,7
9/4/23, 4:13:00 AM,C,7
9/4/23, 5:13:00 AM,C,6.5
9/4/23, 6:13:00 AM,C,6.5
9/4/23, 7:13:00 AM,C,6
9/4/23, 8:13:00 AM,C,6
9/4/23, 9:13:00 AM,C,8
9/4/23, 10:13:00 AM,C,9.5
9/4/23, 11:13:00 AM,C,10.5
9/4/23, 12:13:00 PM,C,10.5
9/4/23, 1:13:00 PM,C,11
9/4/23, 2:13:00 PM,C,12
9/4/23, 3:13:00 PM,C,12
9/4/23, 4:13:00 PM,C,12
9/4/23, 5:13:00 PM,C,11.5
9/4/23, 6:13:00 PM,C,11
9/4/23, 7:13:00 PM,C,10
9/4/23, 8:13:00 PM,C,9.5
9/4/23, 9:13:00 PM,C,8.5
9/4/23, 10:13:00 PM,C,8
9/4/23, 11:13:00 PM,C,7.5
9/5/23, 12:13:00 AM,C,7
9/5/23, 1:13:00 AM,C,6.5
9/5/23, 2:13:00 AM,C,6.5
9/5/23, 3:13:00 AM,C,6
9/5/23, 4:13:00 AM,C,6
9/5/23, 5:13:00 AM,C,5.5
9/5/23, 6:13:00 AM,C,5.5
9/5/23, 7:13:00 AM,C,5
9/5/23, 8:13:00 AM,C,5
9/5/23, 9:13:00 AM,C,5.5
9/5/23, 10:13:00 AM,C,6.5
9/5/23, 11:13:00 AM,C,8.5
9/5/23, 12:13:00 PM,C,9
9/5/23, 1:13:00 PM,C,9.5
9/5/23, 2:13:00 PM,C,10
9/5/23, 3:13:00 PM,C,10.5
9/5/23, 4:13:00 PM,C,11.5
9/5/23, 5:13:00 PM,C,10.5
9/5/23, 6:13:00 PM,C,10.5
9/5/23, 7:13:00 PM,C,9.5
9/5/23, 8:13:00 PM,C,8.5
9/5/23, 9:13:00 PM,C,8
9/5/23, 10:13:00 PM,C,7
9/5/23, 11:13:00 PM,C,6.5
9/6/23, 12:13:00 AM,C,6.5
9/6/23, 1:13:00 AM,C,6.5
9/6/23, 2:13:00 AM,C,6.5
9/6/23, 3:13:00 AM,C,6
9/6/23, 4:13:00 AM,C,6
9/6/23, 5:13:00 AM,C,6
9/6/23, 6:13:00 AM,C,6
9/6/23, 7:13:00 AM,C,6
9/6/23, 8:13:00 AM,C,7
9/6/23, 9:13:00 AM,C,8
9/6/23, 10:13:00 AM,C,9
9/6/23, 11:13:00 AM,C,10.5
9/6/23, 12:13:00 PM,C,11.5
9/6/23, 1:13:00 PM,C,12
9/6/23, 2:13:00 PM,C,13
9/6/23, 3:13:00 PM,C,13.5
9/6/23, 4:13:00 PM,C,14
9/6/23, 5:13:00 PM,C,13.5
9/6/23, 6:13:00 PM,C,13
9/6/23, 7:13:00 PM,C,11.5
9/6/23, 8:13:00 PM,C,10.5
9/6/23, 9:13:00 PM,C,9.5
9/6/23, 10:13:00 PM,C,8.5
9/6/23, 11:13:00 PM,C,7.5
9/7/23, 12:13:00 AM,C,7
9/7/23, 1:13:00 AM,C,6.5
9/7/23, 2:13:00 AM,C,6
9/7/23, 3:13:00 AM,C,5.5
9/7/23, 4:13:00 AM,C,5.5
9/7/23, 5:13:00 AM,C,5.5
9/7/23, 6:13:00 AM,C,5.5
9/7/23, 7:13:00 AM,C,6.5
9/7/23, 8:13:00 AM,C,7
9/7/23, 9:13:00 AM,C,8.5
9/7/23, 10:13:00 AM,C,9.5
9/7/23, 11:13:00 AM,C,11.5
9/7/23, 12:13:00 PM,C,11.5
9/7/23, 1:13:00 PM,C,12
9/7/23, 2:13:00 PM,C,13
9/7/23, 3:13:00 PM,C,13.5
9/7/23, 4:13:00 PM,C,13.5
9/7/23, 5:13:00 PM,C,13.5
9/7/23, 6:13:00 PM,C,12.5
9/7/23, 7:13:00 PM,C,11
9/7/23, 8:13:00 PM,C,10
9/7/23, 9:13:00 PM,C,8.5
9/7/23, 10:13:00 PM,C,8
9/7/23, 11:13:00 PM,C,7
9/8/23, 12:13:00 AM,C,7
9/8/23, 1:13:00 AM,C,6.5
9/8/23, 2:13:00 AM,C,6
9/8/23, 3:13:00 AM,C,5.5
9/8/23, 4:13:00 AM,C,5.5
9/8/23, 5:13:00 AM,C,5
9/8/23, 6:13:00 AM,C,5
9/8/23, 7:13:00 AM,C,4.5
9/8/23, 8:13:00 AM,C,5
9/8/23, 9:13:00 AM,C,7
9/8/23, 10:13:00 AM,C,8.5
9/8/23, 11:13:00 AM,C,11.5
9/8/23, 12:13:00 PM,C,12
9/8/23, 1:13:00 PM,C,12.5
9/8/23, 2:13:00 PM,C,13.5
9/8/23, 3:13:00 PM,C,13.5
9/8/23, 4:13:00 PM,C,14
9/8/23, 5:13:00 PM,C,13.5
9/8/23, 6:13:00 PM,C,13
9/8/23, 7:13:00 PM,C,11.5
9/8/23, 8:13:00 PM,C,10.5
9/8/23, 9:13:00 PM,C,9.5
9/8/23, 10:13:00 PM,C,8.5
9/8/23, 11:13:00 PM,C,8
9/9/23, 12:13:00 AM,C,7.5
9/9/23, 1:13:00 AM,C,6.5
9/9/23, 2:13:00 AM,C,6
9/9/23, 3:13:00 AM,C,5.5
9/9/23, 4:13:00 AM,C,5
9/9/23, 5:13:00 AM,C,5
9/9/23, 6:13:00 AM,C,5.5
9/9/23, 7:13:00 AM,C,5.5
9/9/23, 8:13:00 AM,C,6
9/9/23, 9:13:00 AM,C,7.5
9/9/23, 10:13:00 AM,C,8.5
9/9/23, 11:13:00 AM,C,12
9/9/23, 12:13:00 PM,C,11.5
9/9/23, 1:13:00 PM,C,12.5
9/9/23, 2:13:00 PM,C,13.5
9/9/23, 3:13:00 PM,C,13.5
9/9/23, 4:13:00 PM,C,14
9/9/23, 5:13:00 PM,C,13.5
9/9/23, 6:13:00 PM,C,12.5
9/9/23, 7:13:00 PM,C,11.5
9/9/23, 8:13:00 PM,C,11
9/9/23, 9:13:00 PM,C,10
9/9/23, 10:13:00 PM,C,10
9/9/23, 11:13:00 PM,C,9.5
9/10/23, 12:13:00 AM,C,8.5
9/10/23, 1:13:00 AM,C,8.5
9/10/23, 2:13:00 AM,C,7.5
9/10/23, 3:13:00 AM,C,7.5
9/10/23, 4:13:00 AM,C,6.5
9/10/23, 5:13:00 AM,C,6.5
9/10/23, 6:13:00 AM,C,5.5
9/10/23, 7:13:00 AM,C,5.5
9/10/23, 8:13:00 AM,C,5.5
9/10/23, 9:13:00 AM,C,6.5
9/10/23, 10:13:00 AM,C,8.5
9/10/23, 11:13:00 AM,C,8.5
9/10/23, 12:13:00 PM,C,8
9/10/23, 1:13:00 PM,C,9
9/10/23, 2:13:00 PM,C,10.5
9/10/23, 3:13:00 PM,C,10.5
9/10/23, 4:13:00 PM,C,10
9/10/23, 5:13:00 PM,C,9.5
9/10/23, 6:13:00 PM,C,9
9/10/23, 7:13:00 PM,C,8
9/10/23, 8:13:00 PM,C,8
9/10/23, 9:13:00 PM,C,7.5
9/10/23, 10:13:00 PM,C,6.5
9/10/23, 11:13:00 PM,C,6.5
9/11/23, 12:13:00 AM,C,6
9/11/23, 1:13:00 AM,C,5.5
9/11/23, 2:13:00 AM,C,5.5
9/11/23, 3:13:00 AM,C,5
9/11/23, 4:13:00 AM,C,5
9/11/23, 5:13:00 AM,C,5
9/11/23, 6:13:00 AM,C,5
9/11/23, 7:13:00 AM,C,4.5
9/11/23, 8:13:00 AM,C,5
9/11/23, 9:13:00 AM,C,5
9/11/23, 10:13:00 AM,C,5.5
9/11/23, 11:13:00 AM,C,6
9/11/23, 12:13:00 PM,C,6
9/11/23, 1:13:00 PM,C,6
9/11/23, 2:13:00 PM,C,6
9/11/23, 3:13:00 PM,C,5.5
9/11/23, 4:13:00 PM,C,5
9/11/23, 5:13:00 PM,C,5.5
9/11/23, 6:13:00 PM,C,5.5
9/11/23, 7:13:00 PM,C,5
9/11/23, 8:13:00 PM,C,5
9/11/23, 9:13:00 PM,C,5
9/11/23, 10:13:00 PM,C,4
9/11/23, 11:13:00 PM,C,4
9/12/23, 12:13:00 AM,C,3.5
9/12/23, 1:13:00 AM,C,3
9/12/23, 2:13:00 AM,C,2.5
9/12/23, 3:13:00 AM,C,2.5
9/12/23, 4:13:00 AM,C,2
9/12/23, 5:13:00 AM,C,1.5
9/12/23, 6:13:00 AM,C,1.5
9/12/23, 7:13:00 AM,C,1.5
9/12/23, 8:13:00 AM,C,1.5
9/12/23, 9:13:00 AM,C,3
9/12/23, 10:13:00 AM,C,3.5
9/12/23, 11:13:00 AM,C,6
9/12/23, 12:13:00 PM,C,6
9/12/23, 1:13:00 PM,C,7
9/12/23, 2:13:00 PM,C,7
9/12/23, 3:13:00 PM,C,7
9/12/23, 4:13:00 PM,C,7
9/12/23, 5:13:00 PM,C,7
9/12/23, 6:13:00 PM,C,6.5
9/12/23, 7:13:00 PM,C,6
9/12/23, 8:13:00 PM,C,5.5
9/12/23, 9:13:00 PM,C,5
9/12/23, 10:13:00 PM,C,5
9/12/23, 11:13:00 PM,C,5
9/13/23, 12:13:00 AM,C,4.5
9/13/23, 1:13:00 AM,C,4
9/13/23, 2:13:00 AM,C,3.5
9/13/23, 3:13:00 AM,C,3
9/13/23, 4:13:00 AM,C,2.5
9/13/23, 5:13:00 AM,C,2
9/13/23, 6:13:00 AM,C,1.5
9/13/23, 7:13:00 AM,C,1
9/13/23, 8:13:00 AM,C,1.5
9/13/23, 9:13:00 AM,C,3
9/13/23, 10:13:00 AM,C,4.5
9/13/23, 11:13:00 AM,C,5.5
9/13/23, 12:13:00 PM,C,7
9/13/23, 1:13:00 PM,C,7
9/13/23, 2:13:00 PM,C,8
9/13/23, 3:13:00 PM,C,7
9/13/23, 4:13:00 PM,C,7
9/13/23, 5:13:00 PM,C,7
9/13/23, 6:13:00 PM,C,7
9/13/23, 7:13:00 PM,C,6
9/13/23, 8:13:00 PM,C,5.5
9/13/23, 9:13:00 PM,C,4.5
9/13/23, 10:13:00 PM,C,4
9/13/23, 11:13:00 PM,C,3.5
9/14/23, 12:13:00 AM,C,3
9/14/23, 1:13:00 AM,C,3
9/14/23, 2:13:00 AM,C,2.5
9/14/23, 3:13:00 AM,C,2
9/14/23, 4:13:00 AM,C,1.5
9/14/23, 5:13:00 AM,C,1.5
9/14/23, 6:13:00 AM,C,2
9/14/23, 7:13:00 AM,C,2
9/14/23, 8:13:00 AM,C,2.5
9/14/23, 9:13:00 AM,C,3.5
9/14/23, 10:13:00 AM,C,4
9/14/23, 11:13:00 AM,C,5
9/14/23, 12:13:00 PM,C,5.5
9/14/23, 1:13:00 PM,C,6
9/14/23, 2:13:00 PM,C,6.5
9/14/23, 3:13:00 PM,C,7
9/14/23, 4:13:00 PM,C,7.5
9/14/23, 5:13:00 PM,C,6
9/14/23, 6:13:00 PM,C,5.5
9/14/23, 7:13:00 PM,C,5
9/14/23, 8:13:00 PM,C,4
9/14/23, 9:13:00 PM,C,3.5
9/14/23, 10:13:00 PM,C,3.5
9/14/23, 11:13:00 PM,C,3.5
9/15/23, 12:13:00 AM,C,3
9/15/23, 1:13:00 AM,C,3
9/15/23, 2:13:00 AM,C,3
9/15/23, 3:13:00 AM,C,2.5
9/15/23, 4:13:00 AM,C,2
9/15/23, 5:13:00 AM,C,2
9/15/23, 6:13:00 AM,C,1.5
9/15/23, 7:13:00 AM,C,1.5
9/15/23, 8:13:00 AM,C,1.5
9/15/23, 9:13:00 AM,C,1.5
9/15/23, 10:13:00 AM,C,1.5
9/15/23, 11:13:00 AM,C,2
9/15/23, 12:13:00 PM,C,2
9/15/23, 1:13:00 PM,C,2.5
9/15/23, 2:13:00 PM,C,3
9/15/23, 3:13:00 PM,C,3
9/15/23, 4:13:00 PM,C,3
9/15/23, 5:13:00 PM,C,3
9/15/23, 6:13:00 PM,C,2.5
9/15/23, 7:13:00 PM,C,2.5
9/15/23, 8:13:00 PM,C,2.5
9/15/23, 9:13:00 PM,C,2
9/15/23, 10:13:00 PM,C,1.5
9/15/23, 11:13:00 PM,C,1
9/16/23, 12:13:00 AM,C,1
9/16/23, 1:13:00 AM,C,0.5
9/16/23, 2:13:00 AM,C,0.5
9/16/23, 3:13:00 AM,C,0
9/16/23, 4:13:00 AM,C,-0.5
9/16/23, 5:13:00 AM,C,-0.5
9/16/23, 6:13:00 AM,C,-1
9/16/23, 7:13:00 AM,C,-1.5
9/16/23, 8:13:00 AM,C,-1.5
9/16/23, 9:13:00 AM,C,-0.5
9/16/23, 10:13:00 AM,C,0
9/16/23, 11:13:00 AM,C,1
9/16/23, 12:13:00 PM,C,1.5
9/16/23, 1:13:00 PM,C,2.5
9/16/23, 2:13:00 PM,C,4
9/16/23, 3:13:00 PM,C,4.5
9/16/23, 4:13:00 PM,C,4.5
9/16/23, 5:13:00 PM,C,4.5
9/16/23, 6:13:00 PM,C,4.5
9/16/23, 7:13:00 PM,C,3.5
9/16/23, 8:13:00 PM,C,3
9/16/23, 9:13:00 PM,C,2
9/16/23, 10:13:00 PM,C,2
9/16/23, 11:13:00 PM,C,1.5
9/17/23, 12:13:00 AM,C,1
9/17/23, 1:13:00 AM,C,1
9/17/23, 2:13:00 AM,C,0.5
9/17/23, 3:13:00 AM,C,0
9/17/23, 4:13:00 AM,C,0
9/17/23, 5:13:00 AM,C,0
9/17/23, 6:13:00 AM,C,0
9/17/23, 7:13:00 AM,C,-0.5
9/17/23, 8:13:00 AM,C,0
9/17/23, 9:13:00 AM,C,2.5
9/17/23, 10:13:00 AM,C,3.5
9/17/23, 11:13:00 AM,C,5.5
9/17/23, 12:13:00 PM,C,7
9/17/23, 1:13:00 PM,C,7.5
9/17/23, 2:13:00 PM,C,8
9/17/23, 3:13:00 PM,C,8.5
9/17/23, 4:13:00 PM,C,9
9/17/23, 5:13:00 PM,C,9
9/17/23, 6:13:00 PM,C,8
9/17/23, 7:13:00 PM,C,7
9/17/23, 8:13:00 PM,C,6
9/17/23, 9:13:00 PM,C,5.5
9/17/23, 10:13:00 PM,C,5
9/17/23, 11:13:00 PM,C,4.5
9/18/23, 12:13:00 AM,C,4.5
9/18/23, 1:13:00 AM,C,4.5
9/18/23, 2:13:00 AM,C,4
9/18/23, 3:13:00 AM,C,3.5
9/18/23, 4:13:00 AM,C,3
9/18/23, 5:13:00 AM,C,3
9/18/23, 6:13:00 AM,C,3
9/18/23, 7:13:00 AM,C,2.5
9/18/23, 8:13:00 AM,C,3.5
9/18/23, 9:13:00 AM,C,5
9/18/23, 10:13:00 AM,C,6
9/18/23, 11:13:00 AM,C,6.5
9/18/23, 12:13:00 PM,C,7
9/18/23, 1:13:00 PM,C,7.5
9/18/23, 2:13:00 PM,C,8.5
9/18/23, 3:13:00 PM,C,8.5
9/18/23, 4:13:00 PM,C,8.5
9/18/23, 5:13:00 PM,C,8
9/18/23, 6:13:00 PM,C,6.5
9/18/23, 7:13:00 PM,C,6
9/18/23, 8:13:00 PM,C,5.5
9/18/23, 9:13:00 PM,C,5
9/18/23, 10:13:00 PM,C,5
9/18/23, 11:13:00 PM,C,5
9/19/23, 12:13:00 AM,C,4.5
9/19/23, 1:13:00 AM,C,4.5
9/19/23, 2:13:00 AM,C,4
9/19/23, 3:13:00 AM,C,4
9/19/23, 4:13:00 AM,C,3.5
9/19/23, 5:13:00 AM,C,3.5
9/19/23, 6:13:00 AM,C,3
9/19/23, 7:13:00 AM,C,3
9/19/23, 8:13:00 AM,C,3
9/19/23, 9:13:00 AM,C,4.5
9/19/23, 10:13:00 AM,C,5.5
9/19/23, 11:13:00 AM,C,7.5
9/19/23, 12:13:00 PM,C,7.5
9/19/23, 1:13:00 PM,C,7.5
9/19/23, 2:13:00 PM,C,8
9/19/23, 3:13:00 PM,C,8
9/19/23, 4:13:00 PM,C,7.5
9/19/23, 5:13:00 PM,C,6.5
9/19/23, 6:13:00 PM,C,6
9/19/23, 7:13:00 PM,C,5.5
9/19/23, 8:13:00 PM,C,4.5
9/19/23, 9:13:00 PM,C,4
9/19/23, 10:13:00 PM,C,3.5
9/19/23, 11:13:00 PM,C,3
9/20/23, 12:13:00 AM,C,2.5
9/20/23, 1:13:00 AM,C,2.5
9/20/23, 2:13:00 AM,C,2
9/20/23, 3:13:00 AM,C,2
9/20/23, 4:13:00 AM,C,2.5
9/20/23, 5:13:00 AM,C,2.5
9/20/23, 6:13:00 AM,C,2.5
9/20/23, 7:13:00 AM,C,2.5
9/20/23, 8:13:00 AM,C,3
9/20/23, 9:13:00 AM,C,5.5
9/20/23, 10:13:00 AM,C,5
9/20/23, 11:13:00 AM,C,7
9/20/23, 12:13:00 PM,C,8.5
9/20/23, 1:13:00 PM,C,8.5
9/20/23, 2:13:00 PM,C,8.5
9/20/23, 3:13:00 PM,C,8.5
9/20/23, 4:13:00 PM,C,9
9/20/23, 5:13:00 PM,C,9
9/20/23, 6:13:00 PM,C,8
9/20/23, 7:13:00 PM,C,7
9/20/23, 8:13:00 PM,C,6.5
9/20/23, 9:13:00 PM,C,5.5
9/20/23, 10:13:00 PM,C,4.5
9/20/23, 11:13:00 PM,C,4
9/21/23, 12:13:00 AM,C,3.5
9/21/23, 1:13:00 AM,C,3
9/21/23, 2:13:00 AM,C,3
9/21/23, 3:13:00 AM,C,3
9/21/23, 4:13:00 AM,C,2.5
9/21/23, 5:13:00 AM,C,2
9/21/23, 6:13:00 AM,C,2
9/21/23, 7:13:00 AM,C,1.5
9/21/23, 8:13:00 AM,C,1.5
9/21/23, 9:13:00 AM,C,4
9/21/23, 10:13:00 AM,C,4.5
9/21/23, 11:13:00 AM,C,5.5
9/21/23, 12:13:00 PM,C,6
9/21/23, 1:13:00 PM,C,6.5
9/21/23, 2:13:00 PM,C,7.5
9/21/23, 3:13:00 PM,C,8
9/21/23, 4:13:00 PM,C,7.5
9/21/23, 5:13:00 PM,C,7.5
9/21/23, 6:13:00 PM,C,7
9/21/23, 7:13:00 PM,C,6
9/21/23, 8:13:00 PM,C,5.5
